id, ECLI, rechtbank, rechtsgebied, subrechtsgebied
1972, ECLI:NL:HR:2020:1148, Civiel recht, 
1973, ECLI:NL:GHSHE:2022:3806, Bestuursrecht, Belastingrecht
1974, ECLI:NL:GHARL:2022:7811, Strafrecht, 
1975, ECLI:NL:CRVB:2017:1475, Bestuursrecht, Socialezekerheidsrecht
1976, ECLI:NL:RVS:2014:4184, Bestuursrecht, 
1977, ECLI:NL:RVS:2022:379, Bestuursrecht, Vreemdelingenrecht
1978, ECLI:NL:RVS:2020:829, Bestuursrecht, Vreemdelingenrecht
1979, ECLI:NL:HR:2008:BD0191, Bestuursrecht, Belastingrecht
1980, ECLI:NL:HR:1989:AD5725, Civiel recht, 
1981, ECLI:NL:RVS:2012:BX8721, Bestuursrecht, Vreemdelingenrecht
1982, ECLI:NL:RVS:2019:1603, Bestuursrecht, 
1983, ECLI:NL:RVS:2021:1440, Bestuursrecht, 
1984, ECLI:NL:HR:1994:ZC1561, Civiel recht, 
1985, ECLI:NL:CRVB:2020:2531, Bestuursrecht, Socialezekerheidsrecht
1986, ECLI:NL:RVS:2025:5161, Bestuursrecht, 
1987, ECLI:NL:GHAMS:2020:930, Civiel recht, 
1988, ECLI:NL:HR:2024:1299, Bestuursrecht, Belastingrecht
1989, ECLI:NL:RVS:2012:BW3351, Bestuursrecht, Vreemdelingenrecht
1990, ECLI:NL:RVS:2022:2290, Bestuursrecht, Vreemdelingenrecht
1991, ECLI:NL:HR:2024:1441, Bestuursrecht, Belastingrecht
1992, ECLI:NL:RVS:2021:2585, Bestuursrecht, 
1993, ECLI:NL:HR:1982:AG4438, Bestuursrecht, 
1994, ECLI:NL:HR:2013:911, Civiel recht, 
1995, ECLI:NL:GHARL:2023:8800, Bestuursrecht, Belastingrecht
1996, ECLI:NL:RVS:2013:2678, Bestuursrecht, Vreemdelingenrecht
1997, ECLI:NL:RVS:2022:693, Bestuursrecht, 
1998, ECLI:NL:RVS:2005:15, Bestuursrecht, 
1999, ECLI:NL:GHAMS:2014:1135, Civiel recht, 
2000, ECLI:NL:HR:1998:ZC2602, Civiel recht, 
2001, ECLI:NL:GHSHE:2008:BG4468, Strafrecht, 
2002, ECLI:NL:RVS:2018:4193, Bestuursrecht, 
2003, ECLI:NL:HR:2005:AT3409, Bestuursrecht, Belastingrecht
2004, ECLI:NL:HR:2000:AA5169, Civiel recht, 
2005, ECLI:NL:HR:2019:61, Civiel recht, 
2006, ECLI:NL:CRVB:2023:954, Bestuursrecht, Socialezekerheidsrecht
2007, ECLI:NL:HR:2018:2358, Bestuursrecht, Belastingrecht
2008, ECLI:NL:RVS:2011:BQ1871, Bestuursrecht, 
2009, ECLI:NL:RVS:2022:1441, Bestuursrecht, 
2010, ECLI:NL:RVS:2014:4129, Bestuursrecht, 
2011, ECLI:NL:RVS:2013:1785, Bestuursrecht, Vreemdelingenrecht
2012, ECLI:NL:RVS:2024:3552, Bestuursrecht, Vreemdelingenrecht
2013, ECLI:NL:RVS:2013:BZ8388, Bestuursrecht, Vreemdelingenrecht
2014, ECLI:NL:HR:2010:BL0078, Bestuursrecht, Belastingrecht
2015, ECLI:NL:RBOBR:2025:1513, Bestuursrecht, Belastingrecht
2016, ECLI:NL:GHAMS:2024:1648, Bestuursrecht, Belastingrecht
2017, ECLI:NL:RBDHA:2022:5724, Bestuursrecht, Vreemdelingenrecht
2018, ECLI:NL:HR:2009:BI0562, Bestuursrecht, Belastingrecht
2019, ECLI:NL:HR:2022:1039, Bestuursrecht, Belastingrecht
2020, ECLI:NL:RVS:2022:900, Bestuursrecht, Omgevingsrecht
2021, ECLI:NL:RVS:2024:2643, Bestuursrecht, Vreemdelingenrecht
2022, ECLI:NL:HR:2019:1779, Bestuursrecht, Belastingrecht
2023, ECLI:NL:RVS:2013:BZ2515, Bestuursrecht, 
2024, ECLI:NL:HR:2004:AR3504, Bestuursrecht, Belastingrecht
2025, ECLI:NL:CRVB:2024:1033, Bestuursrecht, Socialezekerheidsrecht
2026, ECLI:NL:HR:2000:AA5651, Civiel recht, 
2027, ECLI:NL:CRVB:2017:2653, Bestuursrecht, Socialezekerheidsrecht
2028, ECLI:NL:RVS:2020:2949, Bestuursrecht, Vreemdelingenrecht
2029, ECLI:NL:RVS:2022:1043, Bestuursrecht, Vreemdelingenrecht
2030, ECLI:NL:HR:2008:BD1494, Civiel recht, 
2031, ECLI:NL:GHARL:2020:8985, Civiel recht, 
2032, ECLI:NL:RVS:2010:BM1028, Bestuursrecht, 
2033, ECLI:NL:PHR:2023:1197, Bestuursrecht, Belastingrecht
2034, ECLI:NL:RVS:2017:1362, Bestuursrecht, 
2035, ECLI:NL:HR:1996:ZC1978, Civiel recht, 
2036, ECLI:NL:RVS:2011:BT7118, Bestuursrecht, Vreemdelingenrecht
2037, ECLI:NL:RVS:2022:3602, Bestuursrecht, 
2038, ECLI:NL:CRVB:2018:26, Bestuursrecht, Ambtenarenrecht
2039, ECLI:NL:RBDHA:2016:14190, Civiel recht, 
2040, ECLI:NL:CBB:2011:BR1384, Bestuursrecht, 
2041, ECLI:NL:RVS:2025:5167, Bestuursrecht, Vreemdelingenrecht
2042, ECLI:NL:RVS:2018:2454, Bestuursrecht, 
2043, ECLI:NL:HR:2024:716, Civiel recht, 
2044, ECLI:NL:HR:2019:1084, Bestuursrecht, Belastingrecht
2045, ECLI:NL:CRVB:2014:1850, Bestuursrecht, Socialezekerheidsrecht
2046, ECLI:NL:RVS:2014:3207, Bestuursrecht, Omgevingsrecht
2047, ECLI:NL:RVS:2016:2544, Bestuursrecht, 
2048, ECLI:NL:GHARL:2021:9528, Bestuursrecht, Belastingrecht
